text,id,pubdate
It was time to update a pc laptop and and took the plunge and switch to an apple product. It's a great system and works well with my other apple products ie iPhone/AirPods. I especially like the fingerprint function. Nothing to complain about for this user.,2644899202,18540
"I had a MacBook Pro that is over ten years old and has served me well, but it was time to upgrade. Happy so far, the light weight is awesome, keyboard is excellent and quiet, so far so good!",2644866494,18540
"Wonderrful upgrade, easy to migrate and Amazon delivered as promised.",2644766153,18540
"I purchased a MacBook Air (Late 2020) from Amazon on September 17th.  After a week of use, the screen has lines on it.  Before the 30-day return window was up, I brought it to the apple store (twice).  The Apple Store, would not replace the unit and the staff would not send the unit out to be fixed at no cost. The store claimed “damage” was done to the laptop.  An unacceptable response where the laptop was used over a week with normal use, on a desk. This is a defect, not “damage”.  Additionally, employee at the Apple Store, said that he could only “swap it out” if we purchased it from Apple directly.  This is unacceptable, I purchased this unit from Amazon which is an authorized Apple Retailer.  The same policies need to be applied, or why bother having authorized retailers.The screens on the M1 MacBook Airs are fragile and are of poor quality.  Apple won’t stand behind its product and fix it. Amazon will take back the laptop and I’m getting a full refund.  Apple needs to address the screen issue on their laptops, improve their warranty and retrain staff.  The M1 MacBook Air has poor components, poor warranty and the Apple staff are not handling these issues well.  Apple is blaming customers for Apple’s poor build quality.",2644718652,18540
"I've needed a new laptop for years and finally decided to buy one, but had not planned on purchasing a MacBook.  After reviewing many options I clearly made the right choice.  I love it!!!DW",2644656190,18540
"Great laptop, feels so premium. Fast enough for common use and the battery mas a lot, I have to charge it every three or four days.",2644630028,18540
Was bought as a graduation gift for my daughter. Display quality and sound from the built in speakers is exceptional. She currently  only uses it for Netflix and YouTube until college starts in a few weeks though lol.,2644603247,18540
No need to say anything,2644533547,18540
This thin laptop is attractive and works efficiently.  Great graphics.,2644433362,18540
"I love my Mac book Air.  Very easy to use.  I love that everything goes to iPhone, iPad and Mac book and I don't have to do anything.  I have not began to use all of the 100's of features.  Extremely pleased.",2644184556,18540
Beautiful and looks really nice.  Quality looks like true Apple quality.  Battery life is respectable.  No touch screen but keyboard makes it easy to use,2644157673,18540
I LOVE this laptop.  The new Apple M1 processor is lightning fast and the graphics are out of this world.  I also love the top of the line wifi card. All for just over $1K,2644146028,18540
"Love this lap top but it’s ridiculous that it doesn’t have an usb or hdmi, so if you plan to buy MacBooks then get the adapter too. Otherwise you won’t be able to connect your phone to your laptop.",2644142141,18540
"I’ve had the same MacBook Pro for 7 years and it was finally time to get a new one. I wasn’t sure about the Air, but I’m so happy I went with it! Not a bad price, shipped very quickly, battery lasts a long time, I just love it.",2644127523,18540
Great value and device my youngest daughter loves it.,2643969488,18540
M1 processor performs great.  Would rate a 5 if I could run my iPad applications.  Limited apps compared to iPhone and iPad.  Hopefully this will improve.,2643962272,18540
"So I have never bought any Apple laptops off Amazon but it did arrive wrapped and packaged as if it came from Apple itself. Battery life is great, keyboard is great and it’s light. I don’t use laptop cameras so I can’t say either way on how good it is or isn’t.",2643858151,18540
"This MacBook was the best purchase I made this year. Highly recommend! The battery lasts for days,  the magical keyboard is so helpful writing at night. Very sleek design, the Touch ID is so convenient, you won’t regret getting this laptop. Only recommendation I have would be to get more storage.",2643839898,18540
"Upgraded from my 2014 MacbookAir b/c it was slowing down. This 2020 MacbookAir started out great, but within 3 weeks it's slowing down too! Display is more or less fine. Front camera quality seems to have deteriorated somewhat. But trying to open applications, download/upload files, etc . . . is getting slow now and it's annoying.",2643749935,18540
"Really love my mac, but when it's arrived there is some stink out of it. I guess these Mac's are being kept at a damp warehouse or something.",2643737180,18540
I love this laptop.  I was a die-hard PC / Android person prior but my experience with this product is really pushing me to the Apple world... Also the keyboard rules compared to the old butterfly keyboard they had previously.,2643727302,18540
"If you're a heavy user, go for the 16 gig model. The 8 gigs 8s good enough for day to day task, plus the battery is unbelievable.  Easily goes for 2 days without worries",2643709300,18540
"It's an apple product, so it always lives up (or even surpasses) the expectation. My daughter loves the color and the size. Now I feel like I need one myself!",2643706465,18540
"This laptop is awesome. Lightweight, beautiful screen, and fast as lightning. I was worried about apple’s new m1 processor but my fears have been put to rest. It’s fast and can handle big jobs without getting hot.",2643681788,18540
Excelente servicio y maquina vino en perfecto estado,2643655420,18540
"beautiful laptop, powerfull, slim. not like their phones lol.",2643641939,18540
"I'm a PC person not so PC. Bought this for daughter and this new m1 chip crushes PC in several important areas. Battery life, encoding and transcoding. Apple is crushing it in After Effects and the Adobe Suite WITHOUT an impossible to find expensive unicorn video card.",2643623057,18540
"Aun no cumple un año, la camara esta pixelada, un día de repente se estropeó el display y recien se me acaba de salir una tecla y no me funciona. No se golpeo ni nada, de la nada.Yo tenia una mac del 2012 q funcionaba perfecto, solo la cambie porque se me cayo jugo encima, pero sino era por ese accidente seguia años. Era fan de mac, y ahora estoy muy muy desilusionada, hacen todo para q no dure nada y lo tenga q cambiar. No la recomiendo mas! Yo contacte a soporte y ni bola me dieron, queria extender la garantia y no se puede porque claramente saben q falla. No compro mas una mac, lamentablemente tendre que mudar de marca porque yo pagaba con gusto por un producto de excelencia q duraba años, pero que se rompa tanto en menos de un año ... Q pena que hayan bajado la calidad de esta manera.",2643618360,18540
Top quality computer,2643467873,18540
I only have one thing I didn’t like.... it actually has nothing to do with the computer!I LOVE the computer but when the delivery guy destroyed our yard because they drove through it and got stuck is really aggravating! This is NOt the first time they have done this! And we have asked multiple times NOT to do it! We have multiple areas where Amazon workers have drove in our yard and messed it up!  They tell us that they will fix it but never do! My mother in law  and father in law are pissed so be prepared for a call from them :-),2643443304,18540
"I spent a lot of time reviewing different brands, models, prices, GB, and this one definitely was exactly what I needed!! So far, so good I got it 2 days ago and it runs very smoothly.",2643437748,18540
"Like every Apple product, this is top notch. The original M1 chip is clearly outstanding, the speeds are phenomenal, and the batter life is tremendous. Certainly no complaints here!",2643433363,18540
"Idk why I’d expect for it to be any less than perfect , for the price I paid it just better had been !!! Lol it’s just what I wanted .. I totally forget about my phone because I’m so happy about my new labtop! Lol💞",2643421897,18540
Very fast. Should come with a converter for USB.,2643418986,18540
As usual I am really impressed with the  product and also the efficiency on handling my purchase.....the United States  post office really should look at Amazon and Apple on how to run a business! ....just saying....,2643410872,18540
Bought the 8 gig ram model works great. Unless you’re running a lot of concurrent apps you don’t need 16 gig. This machine is fast and beautiful. By far the best laptop I found and believe me I thought a lot of them during the last 40 years!,2650005380,18540
"I tried several other higher cost laptops. Namely Windows based.  I was dissatisfied, display resolution was lacking, battery life, etc...  Looked at the new MacBook Air and purchased it.  I am satisfied with it, no regrets!!!  Seems like it was created by people in the future! ;)",2649895780,18540
I'm not to fond of the lack of a USB port forcing people to have to by additional accessories,2649789740,18540
"I'm a PC guy, not a apple fanboy. Credit where is deserved though, Apple does make nice if overpriced devices. It definitely has the best screen of any laptop I've bought. The M1 battery life and performance is quite impressive for a laptop for this size and price. Keyboard is good too. Points deducted for apple pulling it's usual crap.... Only 8 gigs of ram and 256 of storage. Lack of ports too.",2649766462,18540
"The best purchase i could ever made, worth the money! The great choice for the price, instead of the Macbook Pro. Incredible Weight, Screen, speed processing, performance and look.",2649702661,18540
It’s an Apple. That really says it all.,2649657599,18540
I use this product for work.,2649596927,18540
"With my current Apple computer showing it’s age, buying a new Apple MacBook was a know brainer. It is convenient, easy to use, fits into my Apple world and it is an Apple.",2649585777,18540
"I finally bought a Mac after years of Dells, ASUS, and HPs, and I am never going back. Absolutely worth the money.",2649558113,18540
"So far this has been a wonderful purchase. The processor is so fast, that’s what I noticed the most is how fast it is. Super excited to get the M1 ship at such a discounted rate.",2649528951,18540
"This is my first MacBook and I like it for the price, but touchbar isa bit weird. As i find out this is not fault apple just have this kind of touchbars. I had acer predator helios 300 before this and it has much better toucbar. Much comfortable in every aspect.",2649492709,18540
Just like the picture ♥️,2649474924,18540
"this item is very good. I buy it for my son who is going to college in Shouth DAKOTA  at MOUNT MARTY university, He is happy and am happy for him.",2649438929,18540
As expected from an Apple. Perfect désigne smooth experience of setting up the laptop. Pure joy.After years of work dell it’s nice to go back to my apple,2649411036,18540
My great grandson uses this for online schooling. Perfect. He is very happy.,2649391822,18540
"I absolutely love this computer. It is attractive, feels nice and works perfect as all apple products.",2649286015,18540
"I’m really happy with this purchase because I’ve wanted a MacBook for a long time and when I finally wanted to save up for it the day I bought it, it went to 899 and I was happy",2649271626,18540
Finally got my MacBook Air. So far so good. Value for money. I have used windows all my life. My first MacBook. Will share an update.,2649270179,18540
It’s amazing. It has everything I need and more to be able to stay on track from day to day life. It’s by far the best to me out there right now,2649258059,18540
Great computer… came packaged very nicely. Good purchase.,2649111866,18540
Love it!! I ordered it last night and it arrived this morning! Super efficient delivery and the product came intact! Thank you Amazon! The laptop is very sleek looking and light to carry. I have found it very user friendly and super customizable! Definitely recommend. :),2649100839,18540
"This is the second MacBook I’ve owned. The first one lasted 11 years. Apple makes a quality product. The MacBook Air is lightweight, responsive and excellent graphics. I continue to invest in only Apple products.",2649088353,18540
Amazing laptop! Switched to this when my HP Pavilion crashed and I don’t regret it. Easy to maneuver and it connects right to your iPhone to make things nice and smooth.,2649028924,18540
"Love my new MacBook Air!! Light, sleek, long lasting battery, plug & play! Surprised it does not have regular USB ports, but ordered 2-pack of USB to USB-C adapters for $10. Love all my Apple products from their packaging to their long lasting durability and fantastic performance/technology.",2648994913,18540
"Love the lightweight and easy to set up/configure capabilities.  This is my first MAC although I have iPads and an Apple watch.  Though it might be scary to move from Windows, but not at all.  Like all Apple products - everything was seamless.  Great price as well..",2648972157,18540
This Mac is the fastest that I have had. Wakeup is instant. The fingerprint reader is exceptional. Screen quality is tops. Connectivity to external devices is simple and easy. Very satisfied,2648965085,18540
Enjoying the fingerprint feature of this new MAC air. Loading is quick with the new Apple M1 chip.Wish I could use a mouse instead of touchpad. Did that on prior models over the years.,2648928052,18540
I love this Mac! It stays charged for what seems like forever. I’ve had no issues with it and while I’m lesson planning I have lots of windows open. It is very easy to use. I never worry about covering the fan while I’m trying to comfortably work. It’s affordable and quality.,2648921966,18540
"Received clean, neat, well packaged and on time. Lovely system",2648919949,18540
I love that this laptop is lightweight and the perfect size. Thought it was going to be much smaller but thankfully it was just right!,2648913693,18540
Beautiful device. Perfect for simply web browsing and ideal for teachers like myself that need to use Microsoft Office and Google Classroom etc. Definitely worth every penny. Treat yourself if you’ve been debating this over a PC laptop.,2648908551,18540
M1 chip is faster than core i5. I see there is quite a big difference in machine handling concurrent applications at a time. Really nice improvement by Apple.,2648906641,18540
Love this computer !,2648904252,18540
Exceeded all expectations.  Amazing entry level Mac.,2648903626,18540
I’ve had a 2012 MacBook Pro and it’s still running good just a lil slow. Now to upgrade to this MacBook Air not a big difference but runs way smoother,2648877775,18540
"The cámara it’s really good , so I just had my first problem with it I was doing homework and the screen started glitching so let’s see what happen",2648864671,18540
This was exactly what I was looking for. Got the beautiful Rose Gold colored edition which had been sold out in stores every time I looked. Fast delivery that arrived a day earlier than expected. Everything I wanted with no hassles.,2648861748,18540
I have zero complaints. I’ve always heard wonderful things about Apple computers.  I wish I made this purchase a long time ago. Would have avoided headaches and could have saved myself a lot of money on cheap laptops.,2648766929,18540
Perfect perfect perfect. Nothing damaged and I got it for a good price! 100 dollars off at the time.  Thank you ❤️❤️❤️,2648690312,18540
It’s perfect and fast shipping,2648670368,18540
Nice computer,2648646472,18540
"Screen quality  “SUPER ULTRA HD” Battery life “Excellent “ 7 (hours still not less than 90%.). Camera quality “Distinction”. I like everything about it including the light weight, sleek style and many more. It’s my ultimate working assistance.",2648643302,18540
I bought this for mygrand daughter who loves it!Ll,2648621113,18540
Everything that Apple does is top of the line and you can’t do any better.,2648613502,18540
"I had given this a few months since release for some of the software compatibility issues to be straightened out, and was encouraged by reviews. However, there are significant unresolved issues from the hardware side of things: 1. there is a known problem with disk usage related to RAM disk swap (from what I understand) and media-heavy usage (why I bought this laptop) deteriorates the SSD quickly. 2. the FaceTime camera is absolutely terrible. There is no other way to put this. It may be the worst camera I have seen on any device since my iPhone 3G. The picture is incredibly blurry, and not suitable for the COVID/virtual environment. There have been issued raised about this in Apple support forums with no resolution.Unfortunately my return window has passed, but I would not recommend this machine to anyone. Really thought Apple had turned a corner with their new processor, but ended up being stuck with a bunch of other systems that weren't upgraded. 2/10",2648598669,18540
Bough this for my mom. Battery life is great & it’s so sleek that we can take it anywhere without it taking up space. also the price for this is great I couldn’t find a better deal anywhere else.,2648579673,18540
"After a month of usage, the keyboard does not respond accurately, it repeats different keys and numbers. The delete key sometimes work sometimes it does not. I tried refreshing and it did not work. I had to send it get checked to see what the problem is. I think is hardware. Bad luck! If you can, pay international warranty coverage.",2648577374,18540
"This was a gift for Christmas for my daughter who will be graduating in May 2021 and going off to college.  So, I wish I could give more feedback on it, my oldest has a bigger apple laptop and loves it for her school assignments she’s in a nursing program.",2648573076,18540
"I only charge it every few days, battery is awesome on it so far. Still getting used to using a Mac after only ever having a windows laptop but so far so good.",2648542425,18540
"A windows user now with first Mac, very nice, processing video and photographs are excellent. It's light weight and no fan equals no noise!",2648540598,18540
"I absolutely love this computer and all of it's features! It was well protected and packaged throughout the shipment, so I didn't have any damage to my new computer when I received it.",2648535604,18540
She use for job,2648530364,18540
The best laptop for everyday tasks,2648522509,18540
It is everything I wanted  in a laptop. It’s easy to use .All you have to do from the box is open the lid and your up and running,2648522417,18540
"This low-end MacBook Air performs incredibly. It handles Lightroom and Photoshop like it's nothing. I can't believe the battery life as well - it'll run all day. I don't know how Apple did it, but they did. Very satisfied with this laptop.",2648512927,18540
It may replace my iPad Pro 11” based on my use so far.,2648485431,18540
"The configuration is not high, but the running speed is very fast.Convenient for home and office!",2648472599,18540
"I had an 11-inch Mac Air Book, upgraded to the 13.3 version and I love it; easier to use, still infinitely portable. Smooth and seamless to use. Thanks so much",2648436723,18540
"Very fast! Starts right up! Only complaint is wish it had the old magnetic power plug and more usb connections. Other then that, fantastic!",2648431327,18540
I went everywhere attempting to purchase this MacBook. I couldn't even get it from apple since there's no in-store purchasing .. I was able to find and recieve within 1 day via amazon. As for the laptop itself Wonderful ... If you're considering I highly recommend.,2648425864,18540
"I’m a very light computer user, so the quality of everything meets/exceeds my expectations! The screen looks pretty large to be a 13” laptop. Definitely well made",2648393465,18540
"I was Leary to order laptop online but was thrilled with everythingGreat laptop, well packed and was able to order apple care as well.",2648388089,18540
"Such a great laptop! I got this to replace my horrible PC and Chrome book, because they lag so much. This laptop is so compact and lighting fast! Such a great investment!",2648377103,18540
I love my new laptop the only draw back is that I have to purchase a USB-C to connect my phone.. other from that everything works well so far,2648343877,18540
Disliked mot knowing there are not many apps made for the Mac book.  Guess that’s why I hung onto my other windows computers,2648278700,18540
This computer met all my expectations. Came well packaged and shrink-wrapped and is definitely new and in perfect  condition. I love the color and the screen quality is wonderful.,2648218609,18540
"I use it everyday for my Red Cross volunteer work. Gets tricky switching between my MAC, iPad & iPhone but that’s on me. I wished more apps were compatible over PCs.",2648215148,18540
I love MAC laptops. They are reliable and this one has the newest processor which is very fast and the screen has no frame. The only issue that this causes is a lot of finger smudges from opening it or adjusting the screen.,2648181114,18540
Works super fast. Brilliant screen and multitasking isn't a problem even with my $20.00 internet connection.,2648156342,18540
Good product. Shipped quickly and arrived earlier than expected.  Highly recommend.,2648154869,18540
It’s a good quality,2648151026,18540
Was given as a Christmas gift.,2648150181,18540
I deleted a previous review.......good computer.....set-up was complicated and frustrating due to security concerns.  Now it is set up and working great!  It was user confusion that was frustrating.,2648126277,18540
Overall smaller and more sleek than my previous MacBook Air. It’s great though. Such good quality. I got the extra memory because I’ve had issues running out in the past. Definitely recommend,2648090028,18540
Received at the right time to assist with job,2648061447,18540
Once you own one of this you will never buy the windows crap.,2648032685,18540
idk what to say but this crazy MacBook is awesome apple makes a sweet ass tv. thanks apple for adding the extra keyboard for tapping on zzzzoooommmm!!!! its a really I am trying to figure the ins and outs of this thing always finding new stuff.,2648022604,18540
"Very sleek and light, easy to carry, looks gorgeous.",2648020483,18540
"Love how fast it is.  Also very light and doesn’t get hot.  Does not have chrome and I haven’t used Safari in years, but that’s ok",2647980762,18540
Got it quickly and am blown away at how great it has been so far. It’s as powerful as everyone says it is and battery seems to last quite as long as well. Big upgrade from my old one.,2647903024,18540
I travel alot for work and needed something light but durable . I tried a few laptops but nothing rlly stuck but after this one the search is over!,2647902866,18540
Love it cant wait to use it,2647898905,18540
"I absolutely love my new laptop it is 20x better than my other laptop because the battery life lasts longer and I can multitask multiple assignments all at the same time; also, it is a very reliable and the resolution and speed is amazing",2647872053,18540
"My old 2011 MacBook Pro finally died, this replacement is an order of magnitude improvement. Excellent battery life, fast and responsive, light, great image quality.",2647852792,18540
The speed is great compared to the older model I had. The one pain I have is exporting most documents I send out into PDF since almost of the people who I send to are on a window's platform.,2647819889,18540
I am extremely happy with the MacBook Air but more impressed with the simplicity and efficiency of the Amazon ordering process.  The lengths Amazon has gone to provide an incredible purchasing process is impressive.  Amazon has a customer for life,2647758636,18540
This laptop couldn’t keep up with the multiple tabs I usually have open for work or school.,2647728967,18540
Amazing,2647649113,18540
Bought this for my daughter and now my wife wants one too!Very thin and light weight.,2647641044,18540
This little puppy gets the job done at half the price of the bigger one. Great deal from Amazon.,2647628467,18540
Love it!,2647604100,18540
This MacBook is amazing. I have been waiting years for apple to get away from intel. The M1 chip is amazing. The battery lasts all day. If you are on the fence about a new laptop it’s time to make the leap.,2647548596,18540
"It's a great computer, very sturdy and strong. You have to take good care of it, though, if you get little crumbs inside the keyboard, it'll obviously stop working. Also, the gold color isn't really gold, it's more of a pink shade.",2647422335,18540
New M1 chip is fast! great performance for normal everyday tasks... overpriced as usual.,2647406167,18540
M1 chip blows away any laptop on the market. It even blows away the pro version of this laptop. No internal fan and loss of efficiency is virtually non existent. Highly recommend,2647390520,18540
"Good value,I  use it for music productionJust get a 16Gb memory for a better experience.",2647360516,18540
Excelente computadora. Las características son las solicitadas y llegó en el tiempo estimado. Vale la pena el cambio a chip m1.,2647313049,18540
"Replaced a wonderful 2012 Macbook Pro. Much lighter, faster, clearer, computer. Mac just keeps getting better and better. Such a class act.",2647279663,18540
My child is taking class on this Laptop,2647188979,18540
Saved $100 over the price at the Apple Store. Good deal for an Apple.,2647144258,18540
Everything works amazing. Although choice of camera has very low quality.,2651706910,18541
First time using an apple laptop. The battery life is unbelievable. Great choice I made on MacBookAir.,2651688411,18541
I bought this exclusivley for working on music and it excells at that,2651679174,18541
Returning to Mac after 10 years. And with M1 MacBook Air it's a pleasant experience. Everything working smoothly as expected. Happy to be back!,2651622121,18541
"Well worth the wait! This laptop is fast, quite, very light, and it looks great Love the ability to login quickly, the screen, and keyboard feel. Great job Apple!!!",2651609300,18541
This product is the best purchase I’ve done for laptops. I do accounting and wanted a secure Apple product. It’s fast and sleek and professional.,2651482827,18541
I was worried about ordering a laptop on Amazon but I am very pleased. Packaged really well and can’t believe how pretty it is!,2651441039,18541
"We bought this computer out of insistence from my husband. He knew I wasn't an Apple/Mac fan, but this computer had made reconsider everything related to electronics. It's fast, efficient and simple.",2651425495,18541
Took a chance on an $899 MacBook Air. Figured it was a refurb (since it’s typically $1299). But it was brand new. Shirnkwrapped and all!,2651359182,18541
BLACK SCREEN OF DEATH WITH 2 of These Computers !!! DONT WASTE YOUR MONEY!! Garbage!!!,2651168914,18541
I’m very satisfied. It works good and fast better than my imac(late 2013). But the camera is little poor.,2651016652,18541
I don’t use it much I’m starting online college in the next few months. It’s my first Apple laptop so I’m pretty happy with it. I do use it at times and it never heats up.,2650966330,18541
"Saying I love my new MacBook Air is an understatement.  It was super easy to set up, processes quickly and the battery life lasts a long time.  Arrived quicker than anticipated and the gold color is beautiful in person.",2650899263,18541
This laptop is better than I expected. I highly recommend this laptop to anyone in the market of purchasing one,2650865546,18541
"Long battery life, super fast processing speed, cool fanless operation, lightweight, high build quality.  The M1 is an amazing step above Intel based laptops.  Easily my best laptop in last 10 years.",2650862779,18541
That battery life is on point. It has listed me days with my normal use. I can’t really speak to camera quality. I haven’t been using it. Screen quality is good.,2650809188,18541
Excelent.,2650807333,18541
Good price and good delivery,2650796301,18541
I like that it is small and compact and easy to use.  Using it daily for many hours and hardly drains the battery at all.,2650741128,18541
I use this product for download the software from Mac and watch high clear quality video.,2650731327,18541
"Meet and exceed all my expectations Makes my 2010 MacBook Pro,2015 Macbookpro and 2015 IMac feel obsolete. My old iPhone app like my Q-See camera app can now be opened on my M1 wow",2650725635,18541
"it's a great product, the battery the best of all, I charge it every 2 days with heavy use.",2650700826,18541
I am absolutely in love with my new computer. Still getting used to the commands of a MAC but I love it.,2650696409,18541
Works great!  Rosetta makes installing old Mac apps easy.  Performance is amazing at a relatively affordable (for Apple) price.  Best MacBook to be released in some time.,2650686997,18541
Great laptop! Nice and easy to work!,2650660204,18541
The Best part of the Mac is the battery life. Not to take away from its sleek design and extremely light weight.,2650652121,18541
"This might be one of the best MacBooks currently in the market, but it has limited functionality compared to Windows PCs and even certain Chromebook features. The MacBook Air has a beautiful screen but no touchscreen support. It also has an excellent trackpad. However, the MacBook doesn't allow you to perform certain basic features without paying for additional software to access them. For example, you can't snap multiple windows next to each other as you simply would on Windows PCs and Chromebooks.",2650557846,18541
"The image, sound and speed is great. This was a gift for my daughter. She started using it tiday so do not know about battery life yet.She is really happy.",2650470865,18541
"Battery life was wonderful. However, multiple issues with interacting with Zoom; which was a central reason for purchasing the MacBook. I have an Apple phone and thought a MacBook would be a great addition. Unfortunately, that was not  the case for me. If you aren’t familiar with MacBooks, it takes some adjusting to go from a laptop to a MacBook. I ended up returning the MacBook and purchased a laptop instead.",2650331806,18541
best seller and good product,2650330845,18541
Have been wanting one for a while great purchase and the m1 chip is well worth it,2650292472,18541
I never thought I would be saying an Apple product is best value for the money. This laptop does everything we need and more!,2650276087,18540
"I have waited a long time to buy a MAC and I am not disappointed! I was surprised at what is inside the machine, incredible! Great price!",2650168120,18540
"I ordered the gold Mac, and dressed it up nicely. This is by far the fastest computer I ever owned. There’s absolutely no delay in any program you run.",2650116894,18540
"Very lightweight. Super fast.I only dislike that I have to buy apps that are free on my phone, but this is a great PC for what I need",2650049293,18540
"I LOVEEEE IT ❤️ It’a everything I wanted, it works beautifully and it came fast and safe worth every penny !!",2650048304,18540
"Great screen, surprisingly amazing speakers, unparalleled speed and battery life.",2650048239,18540
This was a value replacement for my 12 year old MacBook Pro. The Touch ID pad makes my life easier.,2650034859,18540
Now that I am working at home part-time decided to upgrade my office. Very happy with this monitor - bought 2 and have them side by side.,2650005380,18540
It’s perfect. I wish I had got AppleCare as I thought I had ordered. But I said it up it’s fine.,2649895780,18540
This was the easiest laptop set up ever! Love the rose gold color. Very easy to use and love the long battery life!,2649888072,18540
Easy to use and fast,2649789740,18540
Came on time and without a scratch. Save money and buy from here,2649774367,18540
"It’s a very good laptop I like it, too bad is not touchScreen and I wanted like that.",2649766462,18540
"To hard to set up and use. Not real computer literate, old man. Always used android computers. First MacBook and at this point would not buy again.  Have iPhone, iPad, and I something for music. Those are easy to use. Not the MacBook. Bought brand new, won’t buy a MacBook next time. Haven’t used it once since I got it. Heard they were so much better than androids. Don’t think so.",2649702661,18540
No complains so far.  Very fast and performs great.  I had a 2014 MacBook Air and finally upgraded this year.  This is leagues beyond that entry and I’m very happy with this upgrade.,2649657599,18540
I love it! It was everything I asked for! It came on time and it was amazing! It was delivered with care and everything works amazingly great!,2649645975,18540
The M1 is so fast. And I really like that they changed to keyboard on this model. They are raised more so I can actually feel when I'm pressing on them.,2649596927,18540
the only issue is that Ican not use more than 5 safari windowsopen at a time with no other apps openafter that any more applications cause extreme slow down,2649585777,18540
"Only issue I have is the front camera Is not clear, I needed to buy a webcam",2649558113,18540
"Still learning how to use it, but for college the laptop is amazing.",2649528951,18540
Not sure what happened. But it came with a dent on screen. But still works great.,2649492709,18540
other being delivered late. it was perfect gpu and cpu are crazy fast so is the ssd and ram. it may be the best computer i have ever have had.,2649474924,18540
"Muy buen producto, muy buena portabilidad y desempeño",2649442260,18540
Previa experiencia con el producto para uso personal y trabajo,2649438929,18540
I have had no issues whatsoever.  I got it for recording music and so far itsbworked beautifully.  No latency issues at all.,2649411036,18540
"The ease of set up and linking to all of my other apple products was fantastic. This is fast, responsive and beautiful. Love it!!!",2649391822,18540
This is the best mac out there. so light and sleek and tbh the battery m1 is insane,2649382745,18540
"Delivered in perfect condition, gold color looks different in different light conditions.I am happy with this product!",2649286015,18540
I have bought several for my company! Great value and great product’,2649271626,18540
This was a great purchase! I’m enjoying the M1-Chip and the great screen! Would definitely buy again.,2649270179,18540
Love it great price and as advertised,2649258059,18540
"Almost, since yesterday I was editing some videos and at some point it freezed a little.",2649242725,18540
"Way beyond my expectation. This macbook shows outstanding performances when running machine learning programs and heavy illustration programs.It does not get hot at all, and most of all, it is super silent.",2649220961,18540
Love my new macbook. It's shipped as stated and was packed well. Came fast and was easy to set up.,2649204270,18540
I’m annoyed there are no USB ports,2649203350,18540
"It's light, it doesn't get hot at all, it looks and feels good. Not a computer expert but very happy with this computer.",2649202563,18540
Great computer. Arrived quickly!,2649167170,18540
"Highy recomended, lightweight, portable, easy to carry",2649111866,18540
"I got it for 3 days ago and it's just awesome!I have no complaints, highly recommend to buy it",2649100839,18540
"I have a MacBook Pro for work, and picked up this Air for personal use. I love that it is small, lightweight, and powerful. I would recommend.",2649088353,18540
It was a great buy and will HIGHLY RECOMMEND for others.,2649028924,18540
"Front facing camera is only 720p, but everything else is perfect. Rose gold matches her Apple Watch, and made for an excellent follow up gift from last years Valentine.",2649022634,18540
Laptop worked for a couple of days and then promptly failed. Battery completely died (stopped holding charge) and power supply also failed! I had to go to an Apple store to power it back up and wipe it out to return it. Worst thing about this experience is the return policy; my only option is UPS pickup. I have been staying home all day for 4 days but UPS has not shown up. Amazon support is also a joke.,2648994913,18540
Todo bien.  Se la compre a mi hija para uso en la Universidad.,2648972157,18540
"""It is an amazing work of art created for longevity usage and fashioned for designed purpose"".",2648965085,18540
"i like the quality, color, better if the handle was in leather",2655771413,18541
The battery life is AMAZING!!!!Its a great laptop. I love the rose color I got.,2655754181,18541
I really enjoy my MacBook! Has became essential since I’ve gotten used to it!,2655723852,18541
Love my new MacBook Air!!  Using it all the time 😁 Took awhile to get used to the Mac after having  a PC ... but I’m getting there 🤩,2655710722,18541
I just updated from a 10 year old Mac and there is no comparison of course. The Mac is awesome.,2655678265,18541
I don’t do gaming,2655672901,18541
It was time...my 2015 laptop was showing some signs of wear and out-dating. It didn't take much adjustment to upgrade my brain. ;-),2655602499,18541
Battery life +++++Screen *****No fan = no noise and it stays cool to the touch even when running games.,2655329959,18541
"its so beautiful and great for the value to, this laptop looks like its going to last many years",2655329790,18541
Very clear quality screen. Battery is surprisingly long lasting. Safely packaged.,2655294942,18541
My battery life last for two days  screen quality very good I love that it has a thumb print I recommend,2655215666,18541
"Muy satisfecho con la MacBook Air, muy rápida, cómoda y versátil.",2655195822,18541
Product is completely brand new. I can’t see a flaw on it. I totally love it. Now my wife want one 🤣🤣,2655180798,18541
I got this laptop for Christmas and absolutely love it! It is so lightweight but very powerful. The camera quality is also great! Highly recommend!,2655136475,18541
"its super fast and runs my projects on logic pro really great i love it, great for music production especially on the go",2655108369,18541
Great quality and value!  My fiancé talked me into buying Mac and I couldn’t be happier!,2655075465,18541
Best computer ever. I have been a PC guy my entire life. I did not know what I was missing.,2655063599,18541
Nothing but the best :) <33It’s so light and cute!,2655047213,18541
Home and office,2655031031,18541
"Switching from PC to Mac was a breeze with this computer!  Light weight, fast processing and now all of my devices are synced.",2654983158,18541
"Yes, there are ""thousands "" of apps available as advertised. They do not include popular apps such as Amazon, Facebook, Spectrum  Instagram or Sprint. Work related apps like Indeed and LinkedIn. Other apps for stores we like to shop at.  You can access these website on the browser. FYI, that's how I accessed websites on my very first laptop...in 1997.  Works great for reading email and Facetime.",2654952497,18541
